image_path,mask_path,individual_id,subset,frame_no,time_offset_s,recording_id,setting_role,sha256
datasets/id/external/sideviewcows2026/barn/images/124/124_0001.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0001.png,124,barn,1,30708569,barn_cow_0124_sess_001,query_barn,e1230923914055465057e7674315ccf9d7c431325a637fd8e519697d240ff609
datasets/id/external/sideviewcows2026/barn/images/124/124_0002.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0002.png,124,barn,2,30708569,barn_cow_0124_sess_001,query_barn,917b61d48563113562791a701a3e010623af1c340c2af4ce46540ddf35f8c301
datasets/id/external/sideviewcows2026/barn/images/124/124_0003.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0003.png,124,barn,3,30708569,barn_cow_0124_sess_001,query_barn,048194cc3e5d51c8362a8c474c0d7fb2a2830fcc7ae8efb96fc4659d65fbb765
datasets/id/external/sideviewcows2026/barn/images/124/124_0004.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0004.png,124,barn,4,30708569,barn_cow_0124_sess_001,query_barn,4bd984db4e15d24652929bc1832a27054cb169c89e3a8992ef4821e749e2c1e6
datasets/id/external/sideviewcows2026/barn/images/124/124_0005.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0005.png,124,barn,5,30708569,barn_cow_0124_sess_001,query_barn,5def445892d7bb8a8a3f1d838a387c02f21aa47ce69ea0a11429a021a5cb3e2b
datasets/id/external/sideviewcows2026/barn/images/124/124_0006.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0006.png,124,barn,6,30708569,barn_cow_0124_sess_001,query_barn,e7a517b2b228ad7376c134e54f849a7c83431d6be54813027d126bd6a099276c
datasets/id/external/sideviewcows2026/barn/images/124/124_0007.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0007.png,124,barn,7,30708569,barn_cow_0124_sess_001,query_barn,ce5c4e33af0433b2420528172a79d524428b1d840337e446441ff6efb6a7a54a
datasets/id/external/sideviewcows2026/barn/images/124/124_0008.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0008.png,124,barn,8,30708569,barn_cow_0124_sess_001,query_barn,02f621395eb488afb9f9edd22fe8559a5e2c30970af04fb656cf7488fd6e6cd7
datasets/id/external/sideviewcows2026/barn/images/124/124_0009.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0009.png,124,barn,9,30708569,barn_cow_0124_sess_001,query_barn,4a9b94dafba0c6611d11d7a8c3eb88a81ec4cf51c7628f2de5ab1d06370d2fcb
datasets/id/external/sideviewcows2026/barn/images/124/124_0010.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0010.png,124,barn,10,30708569,barn_cow_0124_sess_001,query_barn,99694828e09e0ab8ba73baaeae362ed2bbaee92770ae52eee258f9feb1bd135e
datasets/id/external/sideviewcows2026/barn/images/124/124_0011.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0011.png,124,barn,11,30708569,barn_cow_0124_sess_001,query_barn,1bef4877ae0241892f60db722bd6a96ab9cd6a95b01b60e84266a9c5e6998dab
datasets/id/external/sideviewcows2026/barn/images/124/124_0012.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0012.png,124,barn,12,30708569,barn_cow_0124_sess_001,query_barn,e4bf3583f5c276ab73eaae6170f09191f5ffcecc030325642946c09082aa9660
datasets/id/external/sideviewcows2026/barn/images/124/124_0013.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0013.png,124,barn,13,30708569,barn_cow_0124_sess_001,query_barn,6536f84b555930e0b3ac3711bf07e61b1e726dd63dee9f780eb8ed071bfd517a
datasets/id/external/sideviewcows2026/barn/images/124/124_0014.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0014.png,124,barn,14,30708569,barn_cow_0124_sess_001,query_barn,9246c7e5c61436ac2d915dbdc3fe0cd90448f6050cbff632e573657f6397a759
datasets/id/external/sideviewcows2026/barn/images/124/124_0015.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0015.png,124,barn,15,30708569,barn_cow_0124_sess_001,query_barn,54bb980a8858a1ca862ae0c3aa488349bbffa4e31423cef0d339891ca22aab07
datasets/id/external/sideviewcows2026/barn/images/124/124_0016.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0016.png,124,barn,16,30708569,barn_cow_0124_sess_001,query_barn,855ec3304914ffcaf0c410d36e1daf64f6a22fcc1d8c3e76cd2fb8b5fb5c863f
datasets/id/external/sideviewcows2026/barn/images/124/124_0017.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0017.png,124,barn,17,30708569,barn_cow_0124_sess_001,query_barn,6360e7b1339e47f08f3303535bcb692de43c2246f7183d97fa52f00fb79db3eb
datasets/id/external/sideviewcows2026/barn/images/124/124_0018.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0018.png,124,barn,18,30708569,barn_cow_0124_sess_001,query_barn,ebdfa848c3c33ecd024bae2a2e3469ffeb5203ba154f8ea8585fdce7b5bbed97
datasets/id/external/sideviewcows2026/barn/images/124/124_0019.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0019.png,124,barn,19,30708569,barn_cow_0124_sess_001,query_barn,1ebb12c1ecd4e61f83a3ff2d5b47d820421a89e0f2b6476f246288f83f659ab4
datasets/id/external/sideviewcows2026/barn/images/124/124_0020.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0020.png,124,barn,20,30708569,barn_cow_0124_sess_001,query_barn,e76af30060056a6e4bb0bddc4045bf312f180ab7819aacf478c4832c0db02299
datasets/id/external/sideviewcows2026/barn/images/124/124_0021.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0021.png,124,barn,21,30708569,barn_cow_0124_sess_001,query_barn,f22d7e5dcd63d9f8b0925fd0bf85caffdfdc7da562ab854251993dde250384ca
datasets/id/external/sideviewcows2026/barn/images/124/124_0022.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0022.png,124,barn,22,30708569,barn_cow_0124_sess_001,query_barn,bb90f93a940d392c86f1e565e74967af4f445f22c1b5f9b0254afe92b86da4ab
datasets/id/external/sideviewcows2026/barn/images/124/124_0023.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0023.png,124,barn,23,30708569,barn_cow_0124_sess_001,query_barn,7def4a9da60b63a22ff26bb3eee8b3db55308c695a069e82083d224023b7d567
datasets/id/external/sideviewcows2026/barn/images/124/124_0024.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0024.png,124,barn,24,30708569,barn_cow_0124_sess_001,query_barn,f1dab2bbf2a05625d25fd62f76d941bf7c4255dd884bfb416f21e26c5b106ac1
datasets/id/external/sideviewcows2026/barn/images/124/124_0025.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0025.png,124,barn,25,30708569,barn_cow_0124_sess_001,query_barn,94a7d54e3c97766ce8896fdaf0c2b6e636af15c4162b7701cac941de2115720c
datasets/id/external/sideviewcows2026/barn/images/124/124_0026.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0026.png,124,barn,26,30708569,barn_cow_0124_sess_001,query_barn,081fc78f30930c1e8d3b5a3e7a45742af639cc15cac95871415a800eb7509fd7
datasets/id/external/sideviewcows2026/barn/images/124/124_0027.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0027.png,124,barn,27,30708569,barn_cow_0124_sess_001,query_barn,6bde9366f0211a91bafd4dd9c28ecd4efcdff59b7fe90105220a54ab46b84aca
datasets/id/external/sideviewcows2026/barn/images/124/124_0028.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0028.png,124,barn,28,30708569,barn_cow_0124_sess_001,query_barn,51e7a10272f6593bc4fd3e3f7bad0fb4311fffda548118011b7bfcf3583fe1b3
datasets/id/external/sideviewcows2026/barn/images/124/124_0029.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0029.png,124,barn,29,30708569,barn_cow_0124_sess_001,query_barn,e373c2718174e45ef70c928e3f17f5cd0e71df5327a86282bb8e9021b2a48dec
datasets/id/external/sideviewcows2026/barn/images/124/124_0030.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0030.png,124,barn,30,30708569,barn_cow_0124_sess_001,query_barn,712645589f6a87f22ee61c6842545dd6b7cca5c7def761509e07928608591cd0
datasets/id/external/sideviewcows2026/barn/images/124/124_0031.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0031.png,124,barn,31,30708569,barn_cow_0124_sess_001,query_barn,2e8213f24aac2c37b1200058099bc91c4aaf0dc12ef10c8d9ec5af740f154bfa
datasets/id/external/sideviewcows2026/barn/images/124/124_0032.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0032.png,124,barn,32,30708569,barn_cow_0124_sess_001,query_barn,db8860e995823053207a2df74369ababe8bd35fdcc4bcf0e6fe06fb32c66bf1e
datasets/id/external/sideviewcows2026/barn/images/124/124_0033.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0033.png,124,barn,33,30708569,barn_cow_0124_sess_001,query_barn,0f35db54977b05df2d732996f1229e5fa1cddda79698720676fda799f59d2c91
datasets/id/external/sideviewcows2026/barn/images/124/124_0034.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0034.png,124,barn,34,30708569,barn_cow_0124_sess_001,query_barn,52ff798e23c0a5974fb10419dc6ed948ef630df24e17d27220d4e80bd441469c
datasets/id/external/sideviewcows2026/barn/images/124/124_0035.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0035.png,124,barn,35,30708569,barn_cow_0124_sess_001,query_barn,f8b107ec1476353b8e42c27ea1d2590d425d511c8b64a5325bdbc9b0d7af384c
datasets/id/external/sideviewcows2026/barn/images/124/124_0036.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0036.png,124,barn,36,30708569,barn_cow_0124_sess_001,query_barn,c17c8bf6feef20bccaf221dd20f03e9126b5bd7e57c0492c3e16d4136c7d48bf
datasets/id/external/sideviewcows2026/barn/images/124/124_0037.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0037.png,124,barn,37,30708569,barn_cow_0124_sess_001,query_barn,fe4e1cdb1074730a21f4500a35b6761d70bdb2636313d8f51b606c1f4cd5cad0
