sample_id,image_path,cow_id,session,bcs,source_filename,width,height,selection_seed
ruchay_audit_001,datasets/bcs/external/ruchay2026/samples/06.12.2024/124/rgb/15.21.37.874.png,5137,06.12.2024,2.75,15.21.37.874.png,1920,1080,2026
ruchay_audit_002,datasets/bcs/external/ruchay2026/samples/06.12.2024/124/rgb/15.21.38.339.png,5137,06.12.2024,2.75,15.21.38.339.png,1920,1080,2026
ruchay_audit_003,datasets/bcs/external/ruchay2026/samples/06.12.2024/124/rgb/15.21.38.798.png,5137,06.12.2024,2.75,15.21.38.798.png,1920,1080,2026
ruchay_audit_004,datasets/bcs/external/ruchay2026/samples/06.12.2024/109/rgb/15.10.08.096.png,5148,06.12.2024,2.75,15.10.08.096.png,1920,1080,2026
ruchay_audit_005,datasets/bcs/external/ruchay2026/samples/06.12.2024/109/rgb/15.10.08.558.png,5148,06.12.2024,2.75,15.10.08.558.png,1920,1080,2026
ruchay_audit_006,datasets/bcs/external/ruchay2026/samples/06.12.2024/109/rgb/15.10.09.022.png,5148,06.12.2024,2.75,15.10.09.022.png,1920,1080,2026
ruchay_audit_007,datasets/bcs/external/ruchay2026/samples/06.12.2024/156/rgb/15.30.56.583.png,101229,06.12.2024,2.75,15.30.56.583.png,1920,1080,2026
ruchay_audit_008,datasets/bcs/external/ruchay2026/samples/06.12.2024/156/rgb/15.30.57.139.png,101229,06.12.2024,2.75,15.30.57.139.png,1920,1080,2026
ruchay_audit_009,datasets/bcs/external/ruchay2026/samples/06.12.2024/113/rgb/15.11.14.140.png,711111,06.12.2024,2.75,15.11.14.140.png,1920,1080,2026
ruchay_audit_010,datasets/bcs/external/ruchay2026/samples/06.12.2024/113/rgb/15.11.14.693.png,711111,06.12.2024,2.75,15.11.14.693.png,1920,1080,2026
ruchay_audit_011,datasets/bcs/external/ruchay2026/samples/06.12.2024/59/rgb/14.39.30.296.png,5181,06.12.2024,3.0,14.39.30.296.png,1920,1080,2026
ruchay_audit_012,datasets/bcs/external/ruchay2026/samples/06.12.2024/104/rgb/15.05.26.200.png,111109,06.12.2024,3.0,15.05.26.200.png,1920,1080,2026
ruchay_audit_013,datasets/bcs/external/ruchay2026/samples/06.12.2024/14/rgb/14.18.19.568.png,201227,06.12.2024,3.0,14.18.19.568.png,1920,1080,2026
ruchay_audit_014,datasets/bcs/external/ruchay2026/samples/20.02.2025/127/rgb/14.54.11.991.png,5172,20.02.2025,3.0,14.54.11.991.png,1920,1080,2026
ruchay_audit_015,datasets/bcs/external/ruchay2026/samples/20.02.2025/108/rgb/14.47.04.463.png,6759,20.02.2025,3.0,14.47.04.463.png,1920,1080,2026
ruchay_audit_016,datasets/bcs/external/ruchay2026/samples/20.02.2025/98/rgb/14.39.20.032.png,7513,20.02.2025,3.0,14.39.20.032.png,1920,1080,2026
ruchay_audit_017,datasets/bcs/external/ruchay2026/samples/20.03.2025/165/rgb/15.11.23.162.png,111101,20.03.2025,3.0,15.11.23.162.png,1920,1080,2026
ruchay_audit_018,datasets/bcs/external/ruchay2026/samples/20.03.2025/23/rgb/14.10.19.708.png,930312,20.03.2025,3.0,14.10.19.708.png,1920,1080,2026
ruchay_audit_019,datasets/bcs/external/ruchay2026/samples/27.03.2025/4/rgb/08.16.07.201.png,6708,27.03.2025,3.0,08.16.07.201.png,1920,1080,2026
ruchay_audit_020,datasets/bcs/external/ruchay2026/samples/27.03.2025/138/rgb/08.55.13.374.png,6958,27.03.2025,3.0,08.55.13.374.png,1920,1080,2026
ruchay_audit_021,datasets/bcs/external/ruchay2026/samples/06.12.2024/68/rgb/14.44.14.184.png,5143,06.12.2024,3.25,14.44.14.184.png,1920,1080,2026
ruchay_audit_022,datasets/bcs/external/ruchay2026/samples/06.12.2024/76/rgb/14.47.57.171.png,6741,06.12.2024,3.25,14.47.57.171.png,1920,1080,2026
ruchay_audit_023,datasets/bcs/external/ruchay2026/samples/06.12.2024/61/rgb/14.40.04.036.png,601224,06.12.2024,3.25,14.40.04.036.png,1920,1080,2026
ruchay_audit_024,datasets/bcs/external/ruchay2026/samples/20.02.2025/139/rgb/15.00.38.200.png,6642,20.02.2025,3.25,15.00.38.200.png,1920,1080,2026
ruchay_audit_025,datasets/bcs/external/ruchay2026/samples/20.02.2025/137/rgb/15.00.04.698.png,6830,20.02.2025,3.25,15.00.04.698.png,1920,1080,2026
ruchay_audit_026,datasets/bcs/external/ruchay2026/samples/20.02.2025/79/rgb/14.33.30.535.png,630418,20.02.2025,3.25,14.33.30.535.png,1920,1080,2026
ruchay_audit_027,datasets/bcs/external/ruchay2026/samples/20.03.2025/256/rgb/15.47.04.183.png,5197,20.03.2025,3.25,15.47.04.183.png,1920,1080,2026
ruchay_audit_028,datasets/bcs/external/ruchay2026/samples/20.03.2025/117/rgb/14.48.58.865.png,7586,20.03.2025,3.25,14.48.58.865.png,1920,1080,2026
ruchay_audit_029,datasets/bcs/external/ruchay2026/samples/27.03.2025/11/rgb/08.20.17.467.png,6705,27.03.2025,3.25,08.20.17.467.png,1920,1080,2026
ruchay_audit_030,datasets/bcs/external/ruchay2026/samples/27.03.2025/563/rgb/11.22.48.933.png,7539,27.03.2025,3.25,11.22.48.933.png,1920,1080,2026
ruchay_audit_031,datasets/bcs/external/ruchay2026/samples/06.12.2024/71/rgb/14.45.06.186.png,5053,06.12.2024,3.5,14.45.06.186.png,1920,1080,2026
ruchay_audit_032,datasets/bcs/external/ruchay2026/samples/06.12.2024/154/rgb/15.30.21.651.png,221108,06.12.2024,3.5,15.30.21.651.png,1920,1080,2026
ruchay_audit_033,datasets/bcs/external/ruchay2026/samples/06.12.2024/7/rgb/14.15.51.935.png,310823,06.12.2024,3.5,14.15.51.935.png,1920,1080,2026
ruchay_audit_034,datasets/bcs/external/ruchay2026/samples/20.02.2025/53/rgb/14.21.26.785.png,7034,20.02.2025,3.5,14.21.26.785.png,1920,1080,2026
ruchay_audit_035,datasets/bcs/external/ruchay2026/samples/20.02.2025/191/rgb/15.23.39.747.png,401029,20.02.2025,3.5,15.23.39.747.png,1920,1080,2026
ruchay_audit_036,datasets/bcs/external/ruchay2026/samples/20.02.2025/13/rgb/14.08.33.023.png,430317,20.02.2025,3.5,14.08.33.023.png,1920,1080,2026
ruchay_audit_037,datasets/bcs/external/ruchay2026/samples/20.03.2025/59/rgb/14.21.33.454.png,7025,20.03.2025,3.5,14.21.33.454.png,1920,1080,2026
ruchay_audit_038,datasets/bcs/external/ruchay2026/samples/20.03.2025/105/rgb/14.39.04.164.png,730401,20.03.2025,3.5,14.39.04.164.png,1920,1080,2026
ruchay_audit_039,datasets/bcs/external/ruchay2026/samples/27.03.2025/200/rgb/09.17.05.506.png,7449,27.03.2025,3.5,09.17.05.506.png,1920,1080,2026
ruchay_audit_040,datasets/bcs/external/ruchay2026/samples/27.03.2025/504/rgb/10.58.13.774.png,34231,27.03.2025,3.5,10.58.13.774.png,1920,1080,2026
ruchay_audit_041,datasets/bcs/external/ruchay2026/samples/06.12.2024/27/rgb/14.24.01.415.png,4891,06.12.2024,3.75,14.24.01.415.png,1920,1080,2026
ruchay_audit_042,datasets/bcs/external/ruchay2026/samples/06.12.2024/120/rgb/15.13.12.123.png,7384,06.12.2024,3.75,15.13.12.123.png,1920,1080,2026
ruchay_audit_043,datasets/bcs/external/ruchay2026/samples/06.12.2024/66/rgb/14.43.39.457.png,7415,06.12.2024,3.75,14.43.39.457.png,1920,1080,2026
ruchay_audit_044,datasets/bcs/external/ruchay2026/samples/20.02.2025/28/rgb/14.13.00.510.png,6760,20.02.2025,3.75,14.13.00.510.png,1920,1080,2026
ruchay_audit_045,datasets/bcs/external/ruchay2026/samples/20.02.2025/177/rgb/15.15.28.439.png,6963,20.02.2025,3.75,15.15.28.439.png,1920,1080,2026
ruchay_audit_046,datasets/bcs/external/ruchay2026/samples/20.02.2025/226/rgb/15.37.29.632.png,6985,20.02.2025,3.75,15.37.29.632.png,1920,1080,2026
ruchay_audit_047,datasets/bcs/external/ruchay2026/samples/20.03.2025/58/rgb/14.21.18.786.png,7014,20.03.2025,3.75,14.21.18.786.png,1920,1080,2026
ruchay_audit_048,datasets/bcs/external/ruchay2026/samples/20.03.2025/24/rgb/14.10.35.677.png,7082,20.03.2025,3.75,14.10.35.677.png,1920,1080,2026
ruchay_audit_049,datasets/bcs/external/ruchay2026/samples/27.03.2025/370/rgb/10.13.59.961.png,6256,27.03.2025,3.75,10.13.59.961.png,1920,1080,2026
ruchay_audit_050,datasets/bcs/external/ruchay2026/samples/27.03.2025/478/rgb/10.45.08.675.png,7163,27.03.2025,3.75,10.45.08.675.png,1920,1080,2026
ruchay_audit_051,datasets/bcs/external/ruchay2026/samples/06.12.2024/12/rgb/14.17.44.975.png,4887,06.12.2024,4.0,14.17.44.975.png,1920,1080,2026
ruchay_audit_052,datasets/bcs/external/ruchay2026/samples/06.12.2024/57/rgb/14.38.55.042.png,6753,06.12.2024,4.0,14.38.55.042.png,1920,1080,2026
ruchay_audit_053,datasets/bcs/external/ruchay2026/samples/20.03.2025/83/rgb/14.32.59.035.png,6934,20.03.2025,4.0,14.32.59.035.png,1920,1080,2026
ruchay_audit_054,datasets/bcs/external/ruchay2026/samples/20.03.2025/82/rgb/14.32.44.311.png,7051,20.03.2025,4.0,14.32.44.311.png,1920,1080,2026
ruchay_audit_055,datasets/bcs/external/ruchay2026/samples/20.03.2025/31/rgb/14.12.37.660.png,7060,20.03.2025,4.0,14.12.37.660.png,1920,1080,2026
ruchay_audit_056,datasets/bcs/external/ruchay2026/samples/20.03.2025/248/rgb/15.44.45.022.png,7472,20.03.2025,4.0,15.44.45.022.png,1920,1080,2026
ruchay_audit_057,datasets/bcs/external/ruchay2026/samples/20.03.2025/72/rgb/14.28.21.702.png,610125,20.03.2025,4.0,14.28.21.702.png,1920,1080,2026
ruchay_audit_058,datasets/bcs/external/ruchay2026/samples/27.03.2025/486/rgb/10.47.15.839.png,1833,27.03.2025,4.0,10.47.15.839.png,1920,1080,2026
ruchay_audit_059,datasets/bcs/external/ruchay2026/samples/27.03.2025/522/rgb/11.03.14.123.png,1854,27.03.2025,4.0,11.03.14.123.png,1920,1080,2026
ruchay_audit_060,datasets/bcs/external/ruchay2026/samples/27.03.2025/227/rgb/09.26.54.572.png,5052,27.03.2025,4.0,09.26.54.572.png,1920,1080,2026
ruchay_audit_061,datasets/bcs/external/ruchay2026/samples/27.03.2025/528/rgb/11.05.20.970.png,1434,27.03.2025,4.25,11.05.20.970.png,1920,1080,2026
ruchay_audit_062,datasets/bcs/external/ruchay2026/samples/27.03.2025/630/rgb/11.40.08.474.png,2612,27.03.2025,4.25,11.40.08.474.png,1920,1080,2026
ruchay_audit_063,datasets/bcs/external/ruchay2026/samples/27.03.2025/216/rgb/09.24.06.913.png,6466,27.03.2025,4.25,09.24.06.913.png,1920,1080,2026
ruchay_audit_064,datasets/bcs/external/ruchay2026/samples/27.03.2025/518/rgb/11.02.08.131.png,6510,27.03.2025,4.25,11.02.08.131.png,1920,1080,2026
ruchay_audit_065,datasets/bcs/external/ruchay2026/samples/27.03.2025/249/rgb/09.32.37.119.png,6550,27.03.2025,4.25,09.32.37.119.png,1920,1080,2026
ruchay_audit_066,datasets/bcs/external/ruchay2026/samples/27.03.2025/187/rgb/09.13.45.481.png,6643,27.03.2025,4.25,09.13.45.481.png,1920,1080,2026
ruchay_audit_067,datasets/bcs/external/ruchay2026/samples/27.03.2025/641/rgb/11.42.58.999.png,6964,27.03.2025,4.25,11.42.58.999.png,1920,1080,2026
ruchay_audit_068,datasets/bcs/external/ruchay2026/samples/27.03.2025/149/rgb/08.59.15.830.png,7496,27.03.2025,4.25,08.59.15.830.png,1920,1080,2026
ruchay_audit_069,datasets/bcs/external/ruchay2026/samples/27.03.2025/186/rgb/09.13.30.921.png,501023,27.03.2025,4.25,09.13.30.921.png,1920,1080,2026
ruchay_audit_070,datasets/bcs/external/ruchay2026/samples/27.03.2025/547/rgb/11.18.37.187.png,810214,27.03.2025,4.25,11.18.37.187.png,1920,1080,2026
ruchay_audit_071,datasets/bcs/external/ruchay2026/samples/27.03.2025/524/rgb/11.04.19.815.png,1787,27.03.2025,4.5,11.04.19.815.png,1920,1080,2026
ruchay_audit_072,datasets/bcs/external/ruchay2026/samples/27.03.2025/614/rgb/11.36.00.974.png,4245,27.03.2025,4.5,11.36.00.974.png,1920,1080,2026
ruchay_audit_073,datasets/bcs/external/ruchay2026/samples/27.03.2025/642/rgb/11.43.15.193.png,6415,27.03.2025,4.5,11.43.15.193.png,1920,1080,2026
ruchay_audit_074,datasets/bcs/external/ruchay2026/samples/27.03.2025/540/rgb/11.16.53.584.png,6542,27.03.2025,4.5,11.16.53.584.png,1920,1080,2026
ruchay_audit_075,datasets/bcs/external/ruchay2026/samples/27.03.2025/610/rgb/11.34.59.251.png,6946,27.03.2025,4.5,11.34.59.251.png,1920,1080,2026
ruchay_audit_076,datasets/bcs/external/ruchay2026/samples/27.03.2025/558/rgb/11.21.32.783.png,7050,27.03.2025,4.5,11.21.32.783.png,1920,1080,2026
ruchay_audit_077,datasets/bcs/external/ruchay2026/samples/27.03.2025/206/rgb/09.18.38.943.png,7383,27.03.2025,4.5,09.18.38.943.png,1920,1080,2026
ruchay_audit_078,datasets/bcs/external/ruchay2026/samples/27.03.2025/632/rgb/11.40.39.732.png,211028,27.03.2025,4.5,11.40.39.732.png,1920,1080,2026
ruchay_audit_079,datasets/bcs/external/ruchay2026/samples/27.03.2025/523/rgb/11.04.05.335.png,620726,27.03.2025,4.5,11.04.05.335.png,1920,1080,2026
ruchay_audit_080,datasets/bcs/external/ruchay2026/samples/27.03.2025/636/rgb/11.41.40.581.png,910325,27.03.2025,4.5,11.41.40.581.png,1920,1080,2026
ruchay_audit_081,datasets/bcs/external/ruchay2026/samples/27.03.2025/581/rgb/11.27.30.696.png,1191,27.03.2025,4.75,11.27.30.696.png,1920,1080,2026
